ticker,pre_total_var,pre_syst_share,pre_avg_corr,pre_beta,pre_amihud,pre_momentum,pre_log_dolvol,pre_downside_vol,w_pre,delta_w,crisis,peak
BA,0.0002042486125294366,0.28539282468371197,0.2559955097198053,1.1173469748534217,4.635135879622724e-05,0.2366303373353678,19.24562117010483,0.008272317486929465,5.008314843347962e-06,-4.974158758007962e-06,GFC,2009-03-09
BAC,6.419555431223543e-05,0.4018559386456738,0.3260815844923201,0.7433179954035113,1.4066286225407998e-05,0.18728478965829887,19.853978697853602,0.005028193556090384,1.0440360882208697e-05,-1.0432221049627991e-05,GFC,2009-03-09
BIIB,0.0002589001113551192,0.32958101816372265,0.27580892402449686,1.351867692351189,8.315338865591311e-05,0.09661207989379894,18.81982671934198,0.010054875564052858,1.8937114280370477e-06,-1.8076253934233335e-06,GFC,2009-03-09
BK,0.00016779618185430554,0.2960306065847385,0.265762372585151,1.031445581425768,0.00010970149899494398,0.2339404460758743,18.181760487668072,0.006885458477325599,6.424653342166647e-06,-6.414846077877332e-06,GFC,2009-03-09
BKNG,0.0005462867977641623,0.19814380005166973,0.20374929624791366,1.5226061210465822,0.0010126938168988563,0.6507212560257121,17.054223245849485,0.013926977124002116,2.0380655688059184e-06,-1.9873401875727766e-06,GFC,2009-03-09
BLK,0.0003331969917362275,0.2065359541608553,0.20896854267652734,1.2140465623751906,0.0009030789723851192,0.35550940038924067,16.676951222473395,0.01125795219609081,8.225073019312849e-06,-8.211478134196445e-06,GFC,2009-03-09
BMY,0.00020983584257901257,0.19280070042185002,0.21457264434832782,0.9308530267503317,9.014315543722732e-05,0.17498042785978316,18.413308201859163,0.010896591984470592,1.2364951919912884e-05,0.004078124117459941,GFC,2009-03-09
BRK-B,5.125532905883599e-05,0.0499944500866997,0.10799313563893818,0.23427038210626308,0.00010764939412761334,0.217635023183467,17.691970580922792,0.0039267261291203075,0.1805888366961667,-0.05089637933414512,GFC,2009-03-09
C,8.173520343113504e-05,0.37734070863476626,0.31237864457838266,0.8127526221523637,1.2843541214553109e-05,0.1776540862585445,20.021625212306212,0.006189917685225202,8.067786877393982e-06,-8.060052108324206e-06,GFC,2009-03-09
CAT,0.00032634729101546015,0.2742906023442745,0.2415634382899129,1.3846258812482037,5.220947174089461e-05,0.0692623056114863,19.269477323786077,0.016041872286451597,2.889145977615795e-06,-2.858765581365478e-06,GFC,2009-03-09
CL,8.651489895717556e-05,0.0912872664357508,0.1593306342463512,0.41127994114815714,9.373302849716678e-05,0.18682510648834516,18.150267719533346,0.005446908042320001,0.03937419530387706,-0.03936675908885346,GFC,2009-03-09
CMCSA,0.0001456902228768002,0.26703244188422826,0.2513288896315648,0.9128179937968078,4.103911285451951e-05,0.48356064473882,19.263833201253814,0.006406446277360533,2.095237164298455e-05,-2.0934344532686495e-05,GFC,2009-03-09
COF,0.00022135384842568667,0.24102678084224224,0.2335237692777372,1.0689642071712226,7.123054622736517e-05,-0.11976675950824717,18.780564625323283,0.012615734656016807,4.288125197984183e-06,-4.2781273601057e-06,GFC,2009-03-09
COP,0.00025356494601654615,0.14318134978809496,0.16429209924470012,0.8818095712606351,3.789985387442607e-05,0.24361893486352995,19.634650824000754,0.009980923051108159,0.015327756279268355,-0.015327738311331633,GFC,2009-03-09
COST,0.00018169309808276998,0.3382321811471302,0.283479223088097,1.1472647586388354,8.335319646297459e-05,0.06605817891835286,18.676362883299017,0.007818832269721979,4.150954642237742e-06,-3.0526963967362678e-06,GFC,2009-03-09
CRM,0.0008809110549615136,0.2347271345200563,0.21166744527031228,2.1044308205192266,0.0003614769766767684,0.10703864941978083,17.927665312468637,0.01665287288411454,1.5650738538655817e-06,-1.541663978510658e-06,GFC,2009-03-09
CSCO,0.00030534922598877143,0.2231744246793142,0.21879793088837032,1.2081131142914345,1.65264694039595e-05,0.4607526789107486,20.40450882866858,0.008466187455825,3.883116892928759e-06,-3.855264516114402e-06,GFC,2009-03-09
CVS,0.0002868840837382596,0.13866874427947912,0.17796545790431947,0.9230590690695595,0.00011072718860246256,0.15615403844952774,18.827632077586703,0.013230367717798794,1.11277880787549e-05,-7.707724543231072e-06,GFC,2009-03-09
CVX,0.0001662959810039607,0.13138655523503712,0.16100214907244212,0.6840743632208601,4.013229243676859e-05,0.2957449159819113,19.404689529179663,0.007145836931248038,0.03466848970102697,-0.03466847027616426,GFC,2009-03-09
D,8.938411362637157e-05,0.15111594196456252,0.1960780190339575,0.5378637621452207,0.00015226643579101294,0.11641384386373015,17.72988923326517,0.005801032786107218,0.03931889958254788,-0.03931874549275928,GFC,2009-03-09
DHR,0.0001289329105341353,0.5128644104912721,0.34585181213726124,1.1900635394982817,0.00018180815775725704,0.2591446474946477,17.738920746008368,0.00680151395177253,2.66276965509447e-06,-2.565591290523569e-06,GFC,2009-03-09
DIS,0.0001453612784368825,0.21305675459909376,0.22510213373211316,0.8144398132001949,3.5907485260250196e-05,0.3581740673571775,19.331270705412795,0.007104878302542331,0.006869570286090703,-0.006869549713582343,GFC,2009-03-09
DUK,9.584087358791425e-05,0.17438425166963387,0.21819216081768678,0.5982958464578393,0.00016418401985721434,0.23082455560504506,17.652949106622827,0.005556545746633304,0.00015181922886391488,-0.00015165254864018217,GFC,2009-03-09
EMR,0.00013516874715884734,0.33694731170388825,0.2815048905778944,0.9876569340397683,0.00011487875557664683,0.17820103481362018,18.14557111649953,0.007163392112125803,6.420154427719926e-06,-6.397575022820137e-06,GFC,2009-03-09
EXC,0.00011351333734204316,0.14039357226907542,0.19316064334498914,0.584230241384719,9.666295622687557e-05,0.17662252090743072,18.406525265429497,0.006528812926173137,4.805263319979161e-05,-4.802443321852148e-05,GFC,2009-03-09
F,0.0005438722340069726,0.09229260276935596,0.13664664174985536,1.0368570041077287,0.0001548802095989348,-0.0062309919209465325,18.68042452057307,0.01734226417043345,3.7013201514528187e-06,-3.6847993271165653e-06,GFC,2009-03-09
FDX,0.00020369406090961606,0.42610250658896287,0.31508713899901264,1.363431121009447,6.68261506889163e-05,0.049280266089284985,18.866855706378512,0.008992942629066683,2.2411193291767467e-06,-2.2104373432081766e-06,GFC,2009-03-09
GD,0.00014048395764884358,0.1851253577721964,0.2027896809227183,0.7463341209678472,0.0001390884069506497,0.2749954827010355,18.00896982577462,0.0070256718283294925,0.025049615702370596,-0.025049388421904684,GFC,2009-03-09
GE,6.175212187310299e-05,0.37125279391485755,0.30817474695450564,0.7007252753360507,1.126110126271771e-05,0.08525882703731585,20.097095119712943,0.004921088922734985,2.337772910846409e-05,-2.334758745367606e-05,GFC,2009-03-09
GILD,0.0003053463521843905,0.2715285589587819,0.2507253630116398,1.3325732789127234,7.818688541734231e-05,0.2060415432863992,18.98690148643507,0.011979886849726345,1.960700100445253e-06,-1.8506205369717495e-06,GFC,2009-03-09
GOOGL,0.00045715362774787285,0.20416014066997185,0.20607874836246334,1.4138506583430472,4.319536372909374e-06,0.09165771946869097,21.951666022376,0.014964633249561855,1.874122563867871e-06,-1.8379572615855267e-06,GFC,2009-03-09
GS,0.00021587564868232666,0.5326432477098131,0.35141574058021413,1.569303761613252,2.0973804129649065e-05,0.4511522615076809,20.111044900572235,0.008929473349064432,1.8381996704936367e-06,-1.8245229903554794e-06,GFC,2009-03-09
HD,0.00016250727909222927,0.3248185409024723,0.27586226985990053,1.0632705619464853,3.656760340146882e-05,0.0036115392834980276,19.439084875128657,0.007379815151829193,4.253753896080539e-06,-4.222572234461103e-06,GFC,2009-03-09
HON,0.00014090047717238446,0.4116756909368093,0.31009917408124044,1.1146045677645093,9.976988917919261e-05,0.20712296622779877,18.37474209622645,0.007521717376911005,5.381891076344491e-06,-5.347632385409146e-06,GFC,2009-03-09
IBM,7.930647783977255e-05,0.36700483753029,0.29960414609606995,0.7895455690687821,2.6516733461987822e-05,0.17800751378062152,19.377101378649048,0.005456834316490766,1.3664129443391027e-05,0.014848678334188762,GFC,2009-03-09
INTC,0.0002888911800029862,0.2977095248176649,0.25892335754224016,1.3572207200760984,1.5087614266587612e-05,-0.1931225179226067,20.544000456173077,0.014217115592525873,2.2321481786841733e-06,-2.197481584697924e-06,GFC,2009-03-09
JNJ,5.342042448490266e-05,0.1387818264458711,0.19719349462269137,0.398480378944083,1.697123114180835e-05,0.11470902842301027,19.496209244334388,0.004997886530065342,0.08535430486352744,-0.0055840109386751935,GFC,2009-03-09
JPM,0.00011529841595254933,0.5407825600443676,0.37084871785939233,1.1556065215399354,2.7490235674144838e-05,0.22397018536776564,19.459889034205013,0.006079647757777784,2.7658608089649893e-06,-2.753524507525076e-06,GFC,2009-03-09
KO,4.603961245468031e-05,0.33469148627413764,0.29665126617191767,0.5744802956209266,3.208306111299601e-05,0.20069497380605725,18.899748532081517,0.0034066221043792567,0.0073167278121760325,-0.0073160356317540755,GFC,2009-03-09
LIN,0.00015780134903861708,0.43692053203952397,0.3248820896222579,1.2151882393915918,0.00018755493444575408,0.11954305955511721,17.77791085626928,0.007577443591505441,2.3033559706070838e-06,-2.2800936939436102e-06,GFC,2009-03-09
LLY,9.419385083083493e-05,0.3918584425558939,0.311315585272869,0.8891250683371672,5.9255969240181456e-05,-0.0683889593199975,18.655555580321398,0.006278114924493152,5.497303135489575e-06,-5.457920550167554e-06,GFC,2009-03-09
LMT,0.00010336138061566479,0.1993119164889917,0.22050454661061128,0.6642518282498252,9.271302429218937e-05,0.38690996827027513,18.292950033048186,0.006400676251576494,0.03477103917455538,-0.034770919160483596,GFC,2009-03-09
LOW,0.0002266985033305782,0.3433793779355985,0.2819529158827792,1.2912145351639341,6.5719088047369e-05,-0.06967203461975696,18.99966954464287,0.0085692661967449,3.0944531515808242e-06,-3.0675641005654964e-06,GFC,2009-03-09
MCD,0.00012523363132103428,0.23314816880506156,0.23476095028742422,0.7907941834439536,6.97739340837615e-05,0.2853069245397926,18.871527923735403,0.005853064759917719,0.013045463661027172,0.04155761052096617,GFC,2009-03-09
MDLZ,0.00010880863445129337,0.06324288974811877,0.12124453611651735,0.38390565369822177,0.0002687363370196116,0.2609961717135549,17.207566375588534,0.006067970457259224,0.07181655039749701,-0.03167809140416528,GFC,2009-03-09
MDT,0.00020554348785200161,0.03490025314214064,0.08679542860651733,0.3919702667041929,4.0437525756848884e-05,-0.06891230082212513,19.114694598439524,0.012821093069474411,0.022068728475619713,-0.01052929616551918,GFC,2009-03-09
MET,0.0001272563135952082,0.36450660918380795,0.3040476792319304,0.9967341719182895,0.00011991367225047558,0.19475511551733155,18.110649960827512,0.006230056550548953,3.859267040156846e-06,-3.850192963968216e-06,GFC,2009-03-09
MMM,0.00013247955389705392,0.21739251036265209,0.22796483167941944,0.7853869709875614,5.222893061306672e-05,0.01915319193597157,18.76322572090221,0.010085370684493078,1.1689555974189997e-05,-1.1501487964467026e-05,GFC,2009-03-09
MO,0.00010857576402974866,0.0899591593437105,0.15238008184885654,0.45737889008354776,0.0001710242676928929,0.17613065917690585,17.64287553108178,0.007284679673065606,0.0318104823741689,0.03230712254843857,GFC,2009-03-09
MRK,0.00014552547046669254,0.19712789909979048,0.22556944383760122,0.7838456052147053,4.8338852745666e-05,0.3385814827216924,19.05514566611312,0.009327016875439206,1.1227653811158341e-05,-1.11859286806012e-05,GFC,2009-03-09
MS,0.0001605256136249175,0.5834780542960133,0.37291843686730053,1.4163526759648808,6.44180288054809e-05,0.3710371454034318,18.835364077405796,0.00889982603328179,2.1856976818503335e-06,-2.1803244794792577e-06,GFC,2009-03-09
MSFT,0.00017539595422695885,0.15261438770085078,0.18921732991711462,0.7571719207865379,6.54711253450152e-06,0.14245549076346725,20.918444507065708,0.012284301977480244,0.0018297430811177367,-0.001829712322966485,GFC,2009-03-09
NEE,8.056225844295603e-05,0.12513656348740124,0.18515036234266677,0.4646702876870421,0.00012627845342564608,0.29972138099514656,17.940579529384816,0.005161824551061201,0.015899389140417407,-0.015899357759016707,GFC,2009-03-09
NKE,9.208238880016695e-05,0.11457669831967578,0.164697843513003,0.47536085467558636,6.137065450011418e-05,0.13247538499883935,18.579398087016617,0.00590643310053721,0.07327150458239035,-0.0732714694188805,GFC,2009-03-09
NVDA,0.0008937612411921022,0.4039658601510056,0.28573549930223974,2.7808019892356284,9.62359574020696e-05,0.6861469682728973,19.3521598015005,0.016803725301032864,8.622358712878027e-07,-8.417727392028146e-07,GFC,2009-03-09
ORCL,0.00023825408674099473,0.19866590646593213,0.21052123646306323,1.0068593931042324,2.1324049080501132e-05,0.33262888850646954,20.07701113743177,0.009095557273071786,5.345656804203074e-06,-5.309377589403889e-06,GFC,2009-03-09
OXY,0.00038721342386656096,0.12866474890063187,0.15440157647192373,1.032980125757511,8.460449764909204e-05,0.21878279244658214,19.0300190758403,0.012551933108993486,1.485127331649215e-05,-1.4837446453249202e-05,GFC,2009-03-09
PEP,5.024392136264669e-05,0.1129497239683079,0.18045364188174767,0.3486352738555436,3.931736804683492e-05,0.06794529126769926,18.776611635346196,0.004425973710016313,0.10670382849552984,0.02272072585196175,GFC,2009-03-09
PFE,0.00017705106202863395,0.1492105407828012,0.18817569415049348,0.7522046179284827,2.5601440550121914e-05,0.13645200662332976,19.654047182194155,0.011291763270127278,8.476725142571267e-05,-8.469551100845097e-05,GFC,2009-03-09
PG,7.16400135020744e-05,0.20815112346081918,0.23406009266379274,0.5651375755716632,2.1106541655473496e-05,0.11631796159836844,19.446818366027472,0.005920883139902084,0.013266521543470345,-0.013222336746471044,GFC,2009-03-09
QCOM,0.0003813650840745405,0.4317327114662615,0.31032737805000027,1.8778673761301599,3.6704793919690765e-05,-0.13065907855403686,19.853811710417435,0.01217259507163432,1.2424269277384996e-06,-1.195220360349714e-06,GFC,2009-03-09
RTX,0.00012808476029746473,0.3473151624442924,0.2873091659077142,0.9761073357227481,5.4763534169243246e-05,0.12052316786907308,18.769620312553492,0.007308665362991317,7.107040337469388e-06,-7.0677260556264404e-06,GFC,2009-03-09
SBUX,0.0003363364339170907,0.309507972892295,0.2644347247590683,1.4931720537006794,7.35953181305127e-05,0.14922233623384687,19.01189081405141,0.01172110868023689,1.567668071434017e-06,-1.5422624156564471e-06,GFC,2009-03-09
SLB,0.0005206918175217351,0.14772769771452687,0.16238038559359919,1.2835367749672382,4.4555361194128815e-05,0.2730153284948177,19.852877574893864,0.014067008992552045,3.328374844567314e-06,-3.30893550536033e-06,GFC,2009-03-09
SO,6.0728895185720065e-05,0.2299398654746868,0.2508602454416345,0.5468796985246739,0.00018286003876840726,0.10444198801609617,17.32536326289889,0.005390403324059472,0.019001695684837155,0.1572635689389364,GFC,2009-03-09
SPG,0.00014028450058412327,0.2852036774963041,0.26374072378478514,0.9256981180135732,0.0002553926736972356,0.31054904201983824,17.489301139640943,0.006737433397234667,5.0103647542558744e-06,-4.998268992411261e-06,GFC,2009-03-09
T,0.00011251081277302845,0.24832504200303734,0.24398064842173628,0.7735606414195034,6.489205014299276e-05,0.43672448244794376,18.73991141767198,0.00637882919927514,0.002642312978997527,-0.00264227240099862,GFC,2009-03-09
TGT,0.00016265257335729732,0.24605586936337479,0.241627510675512,0.9258365225834582,6.732688301013188e-05,0.0406046370414028,18.823114216416503,0.0075094625820653,1.2533816058971449e-05,-1.2507437124445167e-05,GFC,2009-03-09
TMO,0.00014292178566542406,0.26021098928275344,0.24615259834063802,0.8924810607419944,0.00020890253378180306,0.3891488868358502,17.88614934165584,0.007344725952714037,0.000293955051750297,-0.00029392031219757625,GFC,2009-03-09
TXN,0.00029477299310676377,0.30295174843783595,0.2519429970963658,1.3829852629496555,4.679394661069546e-05,-0.11391181570507482,19.49165149197141,0.009784478927653602,2.700003427737115e-06,-2.2958116845911724e-06,GFC,2009-03-09
UNH,0.000278155488679182,0.06355695904239723,0.12206742940736325,0.6153360323479383,4.049843563590512e-05,-0.1570381509751061,19.58217490352944,0.010524003275813439,0.0012406971204769405,-0.0012406803749555571,GFC,2009-03-09
UNP,0.00020751624942319874,0.31276033355639404,0.26011388471461916,1.179013732651246,0.00011742169760895438,0.14119262363628787,18.359967955903855,0.007958459031170272,7.2300323053646985e-06,-7.166679469611643e-06,GFC,2009-03-09
UPS,0.00015221988276619525,0.22154167880273812,0.2266196567025424,0.849865868336002,6.350527209568422e-05,0.007994281707285202,18.646177246941164,0.011306193899824417,0.016771150702268933,-0.01677109193190969,GFC,2009-03-09
USB,4.183547287090635e-05,0.3314820029240243,0.29428537369564833,0.5449909534724833,6.044898862788262e-05,0.22569396060003963,18.279693821873614,0.003870972173951454,0.11211041752903689,-0.112110390264396,GFC,2009-03-09
VZ,0.00010338522977396079,0.34673315471759275,0.2905439634550888,0.8762215077603843,6.0685034797154205e-05,0.29229844259115945,18.75089658945899,0.00644849142755278,1.056335334301031e-05,-1.049329611590133e-05,GFC,2009-03-09
WFC,6.59798219804175e-05,0.2994068640846379,0.2874194233050535,0.650464232980333,3.446019769946957e-05,0.1518396508561693,18.91740986943744,0.005319834529688672,0.004828445262630036,-0.004828432876671507,GFC,2009-03-09
WMT,0.00011445844372885336,0.29013948828786346,0.26474480829766484,0.8433625532793619,1.9479593047870575e-05,-0.0130992514042792,19.853455223205497,0.006425983764844652,2.210349467775996e-05,0.1171726646530205,GFC,2009-03-09
XOM,0.0001455050503503072,0.19349068578607917,0.20238686599559133,0.7765260700725213,1.4484507185184315e-05,0.3286314499945606,20.33577295229661,0.007361302734260336,1.9373967726739243e-05,-1.9349497306330658e-05,GFC,2009-03-09
SCHW,0.00034792779366738235,0.4843816675536644,0.3358795569515766,1.8998765641392061,0.00016313210766047583,0.2715670679959258,18.301997845652014,0.011323050492990025,1.0603187044131843e-06,-1.0468461308354819e-06,GFC,2009-03-09
AAPL,0.0004124400361006076,0.5645664710507212,0.4331840245698283,1.5249305510211397,2.3168905652006856e-06,0.011032620607841492,22.48352476511122,0.016443355036996933,9.69274104488459e-08,7.235761305812404e-08,COVID,2020-03-23
ABBV,0.0003905670470893361,0.23834095067988179,0.28832365879461463,0.964182509069949,2.897699047453882e-05,-0.166603934411871,19.90051064764054,0.019273265626844407,2.7456752301439095e-07,0.011320288087961239,COVID,2020-03-23
ABT,0.0002109667299988785,0.548553528363036,0.4423183765343213,1.0750498629121341,2.740020522730326e-05,0.15269852269942338,19.7875811309188,0.010545308291667548,1.2006429761196066e-07,2.0082148326375621e-07,COVID,2020-03-23
ACN,0.00017887367521418816,0.6171173971597856,0.47222797259906224,1.0499514703984025,2.941483151266092e-05,0.14057087012573838,19.570750808441424,0.010767316508702154,1.5981108952955278e-07,5.754959245047944e-07,COVID,2020-03-23
ADBE,0.00047358837040271435,0.5478937697689629,0.42878357067261963,1.6097588138286167,1.7199843574955253e-05,0.023217669166934213,20.536224230689538,0.016184814705848368,7.85453630923151e-08,7.369723523955153e-08,COVID,2020-03-23
AIG,0.00030944226387560176,0.3566121487584979,0.3505796268302237,1.049784117832622,5.8274586157907725e-05,0.06992095505303533,19.19696914418925,0.013730114071568614,5.046153231728634e-07,-3.7843561958387785e-07,COVID,2020-03-23
AMD,0.0017851493372312635,0.3456754870788842,0.32467717641470145,2.4824681447536805,1.3434606564872913e-05,-0.11705456249315233,21.443028570306126,0.030019851348932296,4.592758364456442e-08,6.915059215010141e-08,COVID,2020-03-23
AMGN,0.0002367109432940662,0.316586349786034,0.337682303952758,0.8651021211417471,2.2684095029929026e-05,-0.04618584027915651,19.952589349327642,0.010613747376027547,5.143387222024455e-07,-1.5069812039530334e-08,COVID,2020-03-23
AMT,0.0001517034140288727,0.06977575708115683,0.17985695258003118,0.3251337641623031,3.054736163729222e-05,0.4518465350524932,19.494454201968978,0.009216374006803694,0.03200871269489944,-0.032008394647432235,COVID,2020-03-23
AMZN,0.0004934421538434338,0.5998201642172881,0.4444630404552011,1.7192568786702354,1.612673056573856e-06,-0.1480844405406126,22.884781426737188,0.01660129330674102,7.845162210816419e-08,0.1105314512873141,COVID,2020-03-23
AXP,0.00017363222969049975,0.6850498365884877,0.495295208729483,1.0899043118297125,2.6025509458554193e-05,0.10665645760241131,19.711966439365682,0.010015361303154984,1.3158740096724044e-07,1.02862515115408e-09,COVID,2020-03-23
BA,0.0004064800589412673,0.35260175798963067,0.341461911203027,1.1963933079440834,8.833704797813476e-06,0.05655104715980107,21.340441855491196,0.013975030854539251,3.1051567989726867e-07,-1.9424375505943327e-07,COVID,2020-03-23
BAC,0.0002720149268259278,0.5387933094161422,0.4269729874640172,1.209816717638341,8.058760044193457e-06,-0.0034307140141791315,21.09504685306848,0.011442307594014897,2.3586241611334944e-07,-1.2240172470803404e-07,COVID,2020-03-23
BIIB,0.0007760383460302517,0.11181691377411428,0.18631478850429642,0.9309094893817851,3.225819175691801e-05,-0.42354086652492884,19.90674301395633,0.03264965257780041,0.010640520231637878,-0.010640110958765919,COVID,2020-03-23
BK,0.00023702040354695126,0.3338145756670271,0.34026736380111783,0.8889096697088523,5.606525697636894e-05,-0.1072752512750053,19.157413819685452,0.012684241694808385,0.012332356094901478,-0.01233215986822389,COVID,2020-03-23
BKNG,0.0003087700367034028,0.4729105906187438,0.39884408570683505,1.2075891734836623,1.6030202225500486e-05,-0.003423190775341728,20.434300114792265,0.01403097467630442,1.7004877392283685e-07,3.8737040424100596e-07,COVID,2020-03-23
BLK,0.0002499906714174687,0.6418824372425119,0.47346744780374095,1.2659068911818887,4.915505603312376e-05,-0.03901656420172897,19.291923332012328,0.012161604874117141,1.0279281298308902e-07,3.727148802813346e-08,COVID,2020-03-23
BMY,0.0003476391069280189,0.26010901546619003,0.3024474990865125,0.9502855631659723,2.507981707052123e-05,-0.16834232879517494,20.06786486780256,0.017188319674873925,4.997209776462675e-07,0.10019453260843586,COVID,2020-03-23
BRK-B,0.00015536560143721885,0.6551338947660775,0.4842613155108576,1.0082183231213753,9.867162160731419e-06,-0.04087964499575678,20.586671547682673,0.009865562887468706,2.08699658723029e-07,3.101540547707025e-07,COVID,2020-03-23
C,0.0002897190599880493,0.6167086328758739,0.45722671460005326,1.3357976149634543,1.5356187641234995e-05,-0.026738296977278614,20.523837533517955,0.011575713200753023,1.162481085106429e-07,-2.4407687458512532e-08,COVID,2020-03-23
CAT,0.0004180915267925123,0.5472889976852339,0.42559092903424056,1.511667088365642,2.557180616155128e-05,-0.1617546459908746,20.11947431457508,0.015848922852962615,1.2173708881091681e-07,4.004117781046707e-07,COVID,2020-03-23
CHTR,0.00027166730682699113,0.35917377823942004,0.3580523965677271,0.9871499238048012,2.390783692988814e-05,0.23727399094444085,19.880669738234864,0.011012897224546294,1.6343291356602578e-07,0.11299414862403336,COVID,2020-03-23
CL,0.0001597639622782855,0.2189798191362205,0.2975360802071447,0.5910899480014216,3.959710420225972e-05,0.12216269962952318,19.212921165818763,0.010164281813430818,2.7396015805317656e-07,8.851806721463643e-08,COVID,2020-03-23
CMCSA,0.000194025933972232,0.45195592503765847,0.40511976835643604,0.9358151021065689,1.6378309682782955e-05,0.2678870471212018,20.26783331115812,0.008816859076454082,3.7019646580049644e-07,4.102818416357114e-07,COVID,2020-03-23
COF,0.00028271262605471936,0.5300564256383685,0.42742732751811524,1.2233360394294561,6.72424595271227e-05,-0.02973034315666606,19.068613081997842,0.012324969356341572,1.0770273548055512e-07,2.5825686615369656e-09,COVID,2020-03-23
COP,0.00037496628487203147,0.3785776494636533,0.35388040190643183,1.1906543725378944,4.3668026556765084e-05,-0.28906911451566997,19.635089208793154,0.012584543073916305,6.097573057968856e-07,-4.289802371145498e-07,COVID,2020-03-23
COST,0.00020134143177002632,0.3961168200114253,0.3801719975233238,0.8924632348509937,1.9521419332148423e-05,0.21799943369619618,19.98306843100927,0.012592593273995416,3.59036575416127e-07,0.0006858643601735708,COVID,2020-03-23
CRM,0.0005081414585795584,0.4915892519547006,0.4042060429063181,1.5794490482214518,1.7864444742072004e-05,-0.07767686710346093,20.642667308196557,0.01593052074841946,1.1856013051379868e-07,1.926976081317074e-07,COVID,2020-03-23
CSCO,0.0003031056858681229,0.6026950998925664,0.45632069212134907,1.3506971638454426,1.3575010605699907e-05,0.049153866939105506,20.617580649657246,0.013457799827798442,8.830643507624723e-08,1.776822760898073e-07,COVID,2020-03-23
CVS,0.0003230656283217854,0.2613927739399919,0.3007635276258394,0.9183416516281253,2.600817215572848e-05,-0.1892091116141308,20.023523191296515,0.013188353699607578,1.0617894815272077e-05,-1.0368391547298263e-05,COVID,2020-03-23
CVX,0.00018736053189538296,0.4406093471220079,0.39320056154809707,0.9079836419248838,1.6274832147889354e-05,0.007636250867885511,20.20492173127605,0.01008033604741282,0.0009152583906165351,-0.0009148982051023003,COVID,2020-03-23
D,0.00011217504268553275,0.03613917609015013,0.1396751162342117,0.20120990749047626,3.803631639009713e-05,0.20594946721206098,19.249641958177715,0.008513545328765304,0.06958427001630933,-0.06958410247795056,COVID,2020-03-23
DHR,0.00019834923636982078,0.4729801802736327,0.4130566926772481,0.9679409278566661,3.478888485475032e-05,0.29430034171350616,19.55093243226073,0.00930530669038904,2.453585754710905e-07,4.909359852794237e-06,COVID,2020-03-23
DIS,0.00022001018850537687,0.3711837956789953,0.36689935060753615,0.9030837275008299,8.994248503187392e-06,0.12995862851423526,20.886574175376303,0.010020311187378011,3.2219435344726915e-07,4.37238249614322e-07,COVID,2020-03-23
DUK,8.550238264792578e-05,0.03775725092042023,0.14757863867836377,0.17955661425112115,3.280554650158663e-05,0.23685702788422625,19.217255436642713,0.007115708376143973,0.12124358320853244,-0.12124328170638332,COVID,2020-03-23
