crisis,estimator,variable,beta_std,tstat,pval,r2
COVID,Sample,var_5pct,-0.020357944159924982,-1.765088861623576,0.08066393916000902,0.03081167078580116
COVID,Sample,cvar_5pct,-0.022746459239098116,-1.9800136469734335,0.05050635785057067,0.03846582198876147
COVID,Sample,max_drawdown,-0.016941635123140175,-1.4617589179172303,0.14700654737598784,0.02133821365252253
COVID,Sample,avg_corr,-0.02509997441482864,-2.1944543702633164,0.030565117755084747,0.04683752834035215
COVID,Sample,autocorr_1,0.009884714741214534,0.8468061395537084,0.39916636040247333,0.007263997611675066
COVID,Sample,amihud,-0.010203653978102158,-0.8743388854157195,0.3840713934749176,0.007740318945310798
COVID,Sample,log_dolvol,0.0032003307263862636,0.2732731814125181,0.7852182983870246,0.0007614425356859966
COVID,LW,beta,-0.03040757128139247,-5.877337883106574,5.7574630840662167e-08,0.260617870246447
COVID,LW,beta_sq,-0.028488475358911587,-5.391476216862686,4.833219806599232e-07,0.22875950029341063
COVID,LW,total_var,-0.018025130913997534,-3.1431733233534773,0.0022114841649469863,0.09157935484604507
COVID,LW,syst_var,-0.028488475358911587,-5.391476216862688,4.833219806599232e-07,0.22875950029341063
COVID,LW,idio_var,-0.0041642591114493645,-0.6938013271110004,0.48944809555412605,0.004887831363469153
COVID,LW,syst_share,-0.020871638249173784,-3.7037145556240696,0.00035147836054272297,0.12278739968392505
COVID,LW,inv_idio_var,0.010968431051616863,1.854680691027806,0.06664850494212038,0.03391015255820995
COVID,LW,beta_over_idio,-0.006536711630212677,-1.0930092957529132,0.2770692552793168,0.01204368469379169
COVID,LW,beta_sq_over_idio,-0.019114431634580615,-3.3542415558210417,0.001132759468247535,0.10298251698346972
COVID,LW,total_vol,-0.02286118975736389,-4.114690511314679,8.081947953342272e-05,0.14731208671133145
COVID,LW,idio_vol,-0.006021093121072721,-1.0058636178615286,0.3169583330110739,0.010218600307746017
COVID,LW,syst_vol,-0.03040757128139247,-5.877337883106576,5.7574630840662167e-08,0.2606178702464472
COVID,LW,skewness,0.007653805728649944,1.2827034645898998,0.2026215357277037,0.01651184464093136
COVID,LW,ex_kurtosis,-0.006221521478135516,-1.0397098297587022,0.3010331041510983,0.010910230699673118
COVID,LW,downside_vol,-0.020705475381241626,-3.6701572712956896,0.00039456962491923875,0.12084011682802775
COVID,LW,var_5pct,-0.02179556836526243,-3.8923986416418193,0.00018116256374112183,0.13389893468970337
COVID,LW,cvar_5pct,-0.021187181485452268,-3.767750410134898,0.0002813458458221785,0.1265281324272468
COVID,LW,max_drawdown,-0.01585899904699457,-2.734487132950647,0.007415599757814251,0.07089119063359994
COVID,LW,avg_corr,-0.020602679267891007,-3.649452770028652,0.0004236079879533783,0.11964322965328344
COVID,LW,autocorr_1,0.007593359623531445,1.2724052512811872,0.20623989556170486,0.01625206916050126
COVID,LW,amihud,-0.011572116521782763,-1.960655287873583,0.052758210166732544,0.03774559888556683
COVID,LW,log_dolvol,0.0037354963217891015,0.6220674304933151,0.5353421372441365,0.003933121391856975
COVID,Gerber,beta,-0.029358624566382285,-3.0502110013346355,0.0029415640277625776,0.08670511451218599
COVID,Gerber,beta_sq,-0.026454585435641664,-2.7242859492183173,0.007631607837356391,0.07040041608324854
COVID,Gerber,total_var,-0.013397874340298687,-1.342432466782822,0.18255730680522464,0.01805697954001506
COVID,Gerber,syst_var,-0.02645458543564167,-2.7242859492183187,0.007631607837356169,0.07040041608324854
COVID,Gerber,idio_var,0.0018159181032858646,0.1803300038358881,0.8572658805072129,0.00033171554342292797
COVID,Gerber,syst_share,-0.024963554212576126,-2.5601421414215078,0.011990026446809132,0.06268824947930685
COVID,Gerber,inv_idio_var,0.013226609056378033,1.324962698257108,0.18826460701283576,0.017598284721608626
COVID,Gerber,beta_over_idio,-0.007032720798517951,-0.700013052388282,0.4855775957272004,0.004975308991751359
COVID,Gerber,beta_sq_over_idio,-0.020177299339781123,-2.045705315776427,0.04346462621641156,0.04095428795903455
COVID,Gerber,total_vol,-0.019667459261960153,-1.991893409149774,0.04916534538972117,0.038910769912625875
COVID,Gerber,idio_vol,-0.0009017553242626601,-0.08953774842148492,0.9288372905963616,8.179951637754534e-05
COVID,Gerber,syst_vol,-0.02935862456638228,-3.050211001334637,0.0029415640277625776,0.0867051145121861
COVID,Gerber,skewness,0.007745970716305864,0.7714186607453435,0.44231489787048583,0.006035663335376751
COVID,Gerber,ex_kurtosis,-0.010034271544091453,-1.0013735810862916,0.3191123860140326,0.010128497021858807
COVID,Gerber,downside_vol,-0.020916166824234222,-2.124001375849673,0.03618718801367282,0.044008594591474326
COVID,Gerber,var_5pct,-0.019179177458718433,-1.9405155645516672,0.055190812366093356,0.03700268688027819
COVID,Gerber,cvar_5pct,-0.01978493051188593,-2.004276914436425,0.047799883580888824,0.03937697629044934
COVID,Gerber,max_drawdown,-0.01787903185737701,-1.80443397593175,0.07423490955684908,0.032155946839260485
COVID,Gerber,avg_corr,-0.02366212828360893,-2.4184753480045798,0.017431955770849772,0.05632236914163613
COVID,Gerber,autocorr_1,-0.005074890922193391,-0.5045331523635398,0.6150193354172289,0.002590757295650614
COVID,Gerber,amihud,-0.006858500880895008,-0.6825882969872353,0.49647738221154625,0.004731857998045208
